Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;513
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;529
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Oceania;7;Austrália;90;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;2
Oceania;7;Austrália;90;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;1
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;4
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;3
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;3
América do Sul;4;Bolívia;27;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;1
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;2
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;2
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
América Central e Caribe;2;Cuba;13;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;1
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;2
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;5
África;1;Egito;4;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
América do Sul;4;Equador;30;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;2
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;1
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;5
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;0
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;7
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;4
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;6
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;8
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;9
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;10
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;7
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;9
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;5
Europa;6;Finlândia;67;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
Europa;6;Finlândia;67;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;9
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;19
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;8
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;17
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;5
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;6
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;15
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;2
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;3
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;12
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
África;1;Outros países;11;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
África;1;Outros países;11;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;2
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;3
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;10
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;5
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;2
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;3
América Central e Caribe;2;Honduras;17;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;1
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;2
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;2
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Índia;44;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;3
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;5
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;2
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;79
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;41
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;29
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;11
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;9
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;6
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;17
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;37
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;24
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;25
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;48
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;76
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
Europa;6;Lituânia;75;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;0
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;5
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;2
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;1
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;2
América Central e Caribe;2;Outros países;22;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;1
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;133
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;108
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;165
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;335
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;62
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;56
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;72
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;170
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;62
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;85
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;141
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;741
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;2
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;4
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;9
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;21
Ásia;5;República da Coreia;52;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0
Europa;6;República Tcheca;81;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
Europa;6;Rússia;83;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;1
Europa;6;Sérvia;84;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;2
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;2
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;3
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;5
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;9
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;2
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;14
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;14
Ásia;5;Taiwan;55;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;183
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;2
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;2
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Janeiro;1;2
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;0
América do Sul;4;Argentina;26;Amapá;3;Aéreo;1;2023;Outubro;10;0
América do Sul;4;Chile;28;Amapá;3;Aéreo;1;2023;Abril;4;0
América do Sul;4;Colômbia;29;Amapá;3;Aéreo;1;2023;Abril;4;1
América do Sul;4;Colômbia;29;Amapá;3;Aéreo;1;2023;Outubro;10;1
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Setembro;9;1
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Outubro;10;0
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023;Dezembro;12;1
Europa;6;França;68;Amapá;3;Aéreo;1;2023;Janeiro;1;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023;Abril;4;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023;Maio;5;0
