Via,UF,País,mes,ano,Chegadas,Continente,Mês
Terrestre,Paraná,Nicarágua,,2024,4,América Central e Caribe,Setembro
Terrestre,Paraná,Nigéria,,2024,1,África,Setembro
Terrestre,Paraná,Noruega,,2024,1,Europa,Setembro
Terrestre,Paraná,Nova Zelândia,,2024,2,Oceania,Setembro
Terrestre,Paraná,Panamá,,2024,1,América Central e Caribe,Setembro
Terrestre,Paraná,Paquistão,,2024,4,Ásia,Setembro
Terrestre,Paraná,Paraguai,,2024,17298,América do Sul,Setembro
Terrestre,Paraná,Peru,,2024,93,América do Sul,Setembro
Terrestre,Paraná,Polônia,,2024,47,Europa,Setembro
Terrestre,Paraná,Portugal,,2024,7,Europa,Setembro
Terrestre,Paraná,Quênia,,2024,1,África,Setembro
Terrestre,Paraná,Reino Unido,,2024,77,Europa,Setembro
Terrestre,Paraná,República da Coreia,,2024,37,Ásia,Setembro
Terrestre,Paraná,República Dominicana,,2024,13,América Central e Caribe,Setembro
Terrestre,Paraná,República Tcheca,,2024,11,Europa,Setembro
Terrestre,Paraná,Romênia,,2024,14,Europa,Setembro
Terrestre,Paraná,Rússia,,2024,33,Europa,Setembro
Terrestre,Paraná,Suécia,,2024,3,Europa,Setembro
Terrestre,Paraná,Suíça,,2024,23,Europa,Setembro
Terrestre,Paraná,Taiwan,,2024,13,Ásia,Setembro
Terrestre,Paraná,Turquia,,2024,4,Europa,Setembro
Terrestre,Paraná,Ucrânia,,2024,5,Europa,Setembro
Terrestre,Paraná,Uruguai,,2024,187,América do Sul,Setembro
Terrestre,Paraná,Venezuela,,2024,4,América do Sul,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Paraná,África do Sul,,2024,21,África,Setembro
Terrestre,Paraná,Alemanha,,2024,855,Europa,Setembro
Terrestre,Paraná,Argentina,,2024,15032,América do Sul,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Paraná,Austrália,,2024,660,Oceania,Setembro
Terrestre,Paraná,Áustria,,2024,78,Europa,Setembro
Terrestre,Paraná,Bélgica,,2024,79,Europa,Setembro
Terrestre,Paraná,Outros países da Europa,,2024,1,Europa,Setembro
Terrestre,Paraná,Bolívia,,2024,118,América do Sul,Setembro
Terrestre,Paraná,Outros países da Europa,,2024,1,Europa,Setembro
Terrestre,Paraná,Bulgária,,2024,35,Europa,Setembro
Terrestre,Paraná,Canadá,,2024,191,América do Norte,Setembro
Terrestre,Paraná,Chile,,2024,381,América do Sul,Setembro
Terrestre,Paraná,China,,2024,93,Ásia,Setembro
Terrestre,Paraná,"China, Hong Kong",,2024,10,Ásia,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,2,Ásia,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,3,Ásia,Setembro
Terrestre,Paraná,Cingapura,,2024,16,Ásia,Setembro
Terrestre,Paraná,Colômbia,,2024,618,América do Sul,Setembro
Terrestre,Paraná,Costa Rica,,2024,255,América Central e Caribe,Setembro
Terrestre,Paraná,Croácia,,2024,7,Europa,Setembro
Terrestre,Paraná,Dinamarca,,2024,70,Europa,Setembro
Terrestre,Paraná,El Salvador,,2024,31,América Central e Caribe,Setembro
Terrestre,Paraná,Equador,,2024,522,América do Sul,Setembro
Terrestre,Paraná,Eslováquia,,2024,21,Europa,Setembro
Terrestre,Paraná,Eslovênia,,2024,5,Europa,Setembro
Terrestre,Paraná,Espanha,,2024,939,Europa,Setembro
Terrestre,Paraná,Estados Unidos,,2024,1698,América do Norte,Setembro
Terrestre,Paraná,Estônia,,2024,2,Europa,Setembro
Terrestre,Paraná,Filipinas,,2024,13,Ásia,Setembro
Terrestre,Paraná,Finlândia,,2024,11,Europa,Setembro
Terrestre,Paraná,França,,2024,544,Europa,Setembro
Terrestre,Paraná,Grécia,,2024,10,Europa,Setembro
Terrestre,Paraná,Guatemala,,2024,86,América Central e Caribe,Setembro
Terrestre,Paraná,Guiana,,2024,1,América do Sul,Setembro
Terrestre,Paraná,Holanda,,2024,255,Europa,Setembro
Terrestre,Paraná,Honduras,,2024,8,América Central e Caribe,Setembro
Terrestre,Paraná,Hungria,,2024,16,Europa,Setembro
Terrestre,Paraná,Índia,,2024,59,Ásia,Setembro
Terrestre,Paraná,Irlanda,,2024,83,Europa,Setembro
Terrestre,Paraná,Israel,,2024,116,Ásia,Setembro
Terrestre,Paraná,Itália,,2024,346,Europa,Setembro
Terrestre,Paraná,Japão,,2024,89,Ásia,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,3,Ásia,Setembro
Terrestre,Paraná,Letônia,,2024,2,Europa,Setembro
Terrestre,Paraná,Líbano,,2024,2,Ásia,Setembro
Terrestre,Paraná,Outros países da Europa,,2024,1,Europa,Setembro
Terrestre,Paraná,Lituânia,,2024,10,Europa,Setembro
Terrestre,Paraná,Luxemburgo,,2024,12,Europa,Setembro
Terrestre,Paraná,Malásia,,2024,64,Ásia,Setembro
Terrestre,Paraná,Outros países da Europa,,2024,2,Europa,Setembro
Terrestre,Paraná,Marrocos,,2024,2,África,Setembro
Terrestre,Paraná,México,,2024,625,América do Norte,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Paraná,Nicarágua,,2024,1,América Central e Caribe,Setembro
Terrestre,Paraná,Noruega,,2024,26,Europa,Setembro
Terrestre,Paraná,Nova Zelândia,,2024,95,Oceania,Setembro
Terrestre,Paraná,Panamá,,2024,30,América Central e Caribe,Setembro
Terrestre,Paraná,Paraguai,,2024,137,América do Sul,Setembro
Terrestre,Paraná,Peru,,2024,617,América do Sul,Setembro
Terrestre,Paraná,Polônia,,2024,105,Europa,Setembro
Terrestre,Paraná,Portugal,,2024,40,Europa,Setembro
Terrestre,Paraná,Reino Unido,,2024,808,Europa,Setembro
Terrestre,Paraná,República da Coreia,,2024,140,Ásia,Setembro
Terrestre,Paraná,República Dominicana,,2024,25,América Central e Caribe,Setembro
Terrestre,Paraná,República Tcheca,,2024,65,Europa,Setembro
Terrestre,Paraná,Romênia,,2024,63,Europa,Setembro
Terrestre,Paraná,Rússia,,2024,83,Europa,Setembro
Terrestre,Paraná,Sérvia,,2024,41,Europa,Setembro
Terrestre,Paraná,Suécia,,2024,17,Europa,Setembro
Terrestre,Paraná,Suíça,,2024,143,Europa,Setembro
Terrestre,Paraná,Suriname,,2024,9,América do Sul,Setembro
Terrestre,Paraná,Tailândia,,2024,12,Ásia,Setembro
Terrestre,Paraná,Taiwan,,2024,6,Ásia,Setembro
Terrestre,Paraná,Outros países da África,,2024,1,África,Setembro
Terrestre,Paraná,Trinidad e Tobago,,2024,1,América Central e Caribe,Setembro
Terrestre,Paraná,Tunísia,,2024,1,África,Setembro
Terrestre,Paraná,Turquia,,2024,19,Europa,Setembro
Terrestre,Paraná,Ucrânia,,2024,15,Europa,Setembro
Terrestre,Paraná,Uruguai,,2024,2404,América do Sul,Setembro
Terrestre,Paraná,Venezuela,,2024,10,América do Sul,Setembro
Terrestre,Paraná,Outros países da Ásia,,2024,12,Ásia,Setembro
Terrestre,Paraná,Alemanha,,2024,4,Europa,Setembro
Terrestre,Paraná,Argentina,,2024,7,América do Sul,Setembro
Terrestre,Paraná,Bolívia,,2024,2,América do Sul,Setembro
Terrestre,Paraná,Espanha,,2024,1,Europa,Setembro
Terrestre,Paraná,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Paraná,França,,2024,1,Europa,Setembro
Terrestre,Paraná,Paraguai,,2024,542,América do Sul,Setembro
Terrestre,Paraná,República Tcheca,,2024,5,Europa,Setembro
Terrestre,Paraná,Uruguai,,2024,1,América do Sul,Setembro
Terrestre,Paraná,Venezuela,,2024,1,América do Sul,Setembro
Terrestre,Paraná,Paraguai,,2024,137,América do Sul,Setembro
Terrestre,Paraná,Argentina,,2024,105,América do Sul,Setembro
Terrestre,Paraná,Paraguai,,2024,8,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,29,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,1,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Espanha,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,6,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Suíça,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,857,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Alemanha,,2024,16,Europa,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,143,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Austrália,,2024,1,Oceania,Setembro
Terrestre,Rio Grande do Sul,Bélgica,,2024,6,Europa,Setembro
Terrestre,Rio Grande do Sul,Outros países da Europa,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Bolívia,,2024,3,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Canadá,,2024,5,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Chile,,2024,25,América do Sul,Setembro
Terrestre,Rio Grande do Sul,"China, Hong Kong",,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,18,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Cuba,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Dinamarca,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,El Salvador,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Equador,,2024,4,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Espanha,,2024,36,Europa,Setembro
Terrestre,Rio Grande do Sul,Estados Unidos,,2024,15,América do Norte,Setembro
Terrestre,Rio Grande do Sul,França,,2024,20,Europa,Setembro
Terrestre,Rio Grande do Sul,Holanda,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Irlanda,,2024,3,Europa,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,11,Europa,Setembro
Terrestre,Rio Grande do Sul,Japão,,2024,3,Ásia,Setembro
Terrestre,Rio Grande do Sul,Luxemburgo,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Marrocos,,2024,1,África,Setembro
Terrestre,Rio Grande do Sul,México,,2024,10,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Nova Zelândia,,2024,1,Oceania,Setembro
Terrestre,Rio Grande do Sul,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Panamá,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,5,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Peru,,2024,5,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Polônia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Portugal,,2024,3,Europa,Setembro
Terrestre,Rio Grande do Sul,Reino Unido,,2024,6,Europa,Setembro
Terrestre,Rio Grande do Sul,República Dominicana,,2024,2,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,República Tcheca,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Rússia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Síria,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Suécia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Suíça,,2024,11,Europa,Setembro
Terrestre,Rio Grande do Sul,Turquia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,6987,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,2,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Alemanha,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,88,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Chile,,2024,9,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,5,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Equador,,2024,1,América do Sul,Setembro
Terrestre,Rio Grande do Sul,França,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Holanda,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,3,Europa,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,2,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Peru,,2024,4,América do Sul,Setembro
Terrestre,Rio Grande do Sul,República Dominicana,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Rússia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Suíça,,2024,6,Europa,Setembro
Terrestre,Rio Grande do Sul,Ucrânia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,3877,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,0,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,64,América do Sul,Setembro
Terrestre,Rio Grande do Sul,China,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,4,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Rio Grande do Sul,França,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Holanda,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,México,,2024,1,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,1,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,731,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,0,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Alemanha,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,568,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Austrália,,2024,1,Oceania,Setembro
Terrestre,Rio Grande do Sul,Outros países da América Central e Caribe,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Chile,,2024,1,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,13,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Cuba,,2024,5,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Dinamarca,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Equador,,2024,11,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Espanha,,2024,6,Europa,Setembro
Terrestre,Rio Grande do Sul,Estados Unidos,,2024,2,América do Norte,Setembro
Terrestre,Rio Grande do Sul,França,,2024,4,Europa,Setembro
Terrestre,Rio Grande do Sul,Índia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,4,Europa,Setembro
Terrestre,Rio Grande do Sul,México,,2024,2,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Paquistão,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,8,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Peru,,2024,1,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Reino Unido,,2024,4,Europa,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,2884,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,0,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,8,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Bolívia,,2024,2,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Outros países da Europa,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Alemanha,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,1122,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Bolívia,,2024,2,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Chile,,2024,5,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,7,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Espanha,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Rio Grande do Sul,França,,2024,4,Europa,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,3,Europa,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,154,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Peru,,2024,2,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,45,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,0,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Alemanha,,2024,6,Europa,Setembro
Terrestre,Rio Grande do Sul,Argentina,,2024,3963,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Austrália,,2024,2,Oceania,Setembro
Terrestre,Rio Grande do Sul,Bolívia,,2024,9,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Canadá,,2024,5,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Chile,,2024,63,América do Sul,Setembro
Terrestre,Rio Grande do Sul,China,,2024,2,Ásia,Setembro
Terrestre,Rio Grande do Sul,Colômbia,,2024,12,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Costa Rica,,2024,8,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Equador,,2024,6,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Espanha,,2024,8,Europa,Setembro
Terrestre,Rio Grande do Sul,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Filipinas,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,França,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Guatemala,,2024,1,América Central e Caribe,Setembro
Terrestre,Rio Grande do Sul,Índia,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,Itália,,2024,10,Europa,Setembro
Terrestre,Rio Grande do Sul,Líbano,,2024,1,Ásia,Setembro
Terrestre,Rio Grande do Sul,México,,2024,2,América do Norte,Setembro
Terrestre,Rio Grande do Sul,Paraguai,,2024,33,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Peru,,2024,3,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Portugal,,2024,2,Europa,Setembro
Terrestre,Rio Grande do Sul,Reino Unido,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Romênia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Rússia,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Suíça,,2024,1,Europa,Setembro
Terrestre,Rio Grande do Sul,Uruguai,,2024,497,América do Sul,Setembro
Terrestre,Rio Grande do Sul,Venezuela,,2024,3,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Alemanha,,2024,1,Europa,Setembro
Terrestre,Outras Unidades da Federação,Argentina,,2024,2,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Outros países da América Central e Caribe,,2024,1,América Central e Caribe,Setembro
Terrestre,Outras Unidades da Federação,Bolívia,,2024,339,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Canadá,,2024,2,América do Norte,Setembro
Terrestre,Outras Unidades da Federação,Chile,,2024,2,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Espanha,,2024,4,Europa,Setembro
Terrestre,Outras Unidades da Federação,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Outras Unidades da Federação,Guatemala,,2024,1,América Central e Caribe,Setembro
Terrestre,Outras Unidades da Federação,Itália,,2024,1,Europa,Setembro
Terrestre,Outras Unidades da Federação,México,,2024,3,América do Norte,Setembro
Terrestre,Outras Unidades da Federação,Paraguai,,2024,1,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Peru,,2024,4,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Polônia,,2024,1,Europa,Setembro
Terrestre,Outras Unidades da Federação,Venezuela,,2024,0,América do Sul,Setembro
Terrestre,Outras Unidades da Federação,Bolívia,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Alemanha,,2024,2,Europa,Setembro
Terrestre,Roraima,Argentina,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Austrália,,2024,1,Oceania,Setembro
Terrestre,Roraima,Outros países da América Central e Caribe,,2024,1,América Central e Caribe,Setembro
Terrestre,Roraima,Bélgica,,2024,1,Europa,Setembro
Terrestre,Roraima,Outros países da África,,2024,1,África,Setembro
Terrestre,Roraima,Canadá,,2024,7,América do Norte,Setembro
Terrestre,Roraima,Chile,,2024,3,América do Sul,Setembro
Terrestre,Roraima,China,,2024,5,Ásia,Setembro
Terrestre,Roraima,Colômbia,,2024,5,América do Sul,Setembro
Terrestre,Roraima,Dinamarca,,2024,1,Europa,Setembro
Terrestre,Roraima,Equador,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Espanha,,2024,1,Europa,Setembro
Terrestre,Roraima,Estados Unidos,,2024,9,América do Norte,Setembro
Terrestre,Roraima,França,,2024,1,Europa,Setembro
Terrestre,Roraima,Gana,,2024,2,África,Setembro
Terrestre,Roraima,Guiana,,2024,338,América do Sul,Setembro
Terrestre,Roraima,Holanda,,2024,6,Europa,Setembro
Terrestre,Roraima,Índia,,2024,1,Ásia,Setembro
Terrestre,Roraima,Irlanda,,2024,1,Europa,Setembro
Terrestre,Roraima,Israel,,2024,1,Ásia,Setembro
Terrestre,Roraima,Itália,,2024,1,Europa,Setembro
Terrestre,Roraima,Outros países da América Central e Caribe,,2024,2,América Central e Caribe,Setembro
Terrestre,Roraima,México,,2024,4,América do Norte,Setembro
Terrestre,Roraima,Paquistão,,2024,1,Ásia,Setembro
Terrestre,Roraima,Portugal,,2024,1,Europa,Setembro
Terrestre,Roraima,Reino Unido,,2024,7,Europa,Setembro
Terrestre,Roraima,República da Coreia,,2024,2,Ásia,Setembro
Terrestre,Roraima,República Dominicana,,2024,1,América Central e Caribe,Setembro
Terrestre,Roraima,Sérvia,,2024,3,Europa,Setembro
Terrestre,Roraima,Outros países da Ásia,,2024,1,Ásia,Setembro
Terrestre,Roraima,Suécia,,2024,1,Europa,Setembro
Terrestre,Roraima,Suriname,,2024,38,América do Sul,Setembro
Terrestre,Roraima,Trinidad e Tobago,,2024,2,América Central e Caribe,Setembro
Terrestre,Roraima,Venezuela,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Argentina,,2024,2,América do Sul,Setembro
Terrestre,Roraima,Austrália,,2024,1,Oceania,Setembro
Terrestre,Roraima,Chile,,2024,1,América do Sul,Setembro
Terrestre,Roraima,China,,2024,1,Ásia,Setembro
Terrestre,Roraima,Colômbia,,2024,10,América do Sul,Setembro
Terrestre,Roraima,Equador,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Espanha,,2024,6,Europa,Setembro
Terrestre,Roraima,França,,2024,3,Europa,Setembro
Terrestre,Roraima,Holanda,,2024,2,Europa,Setembro
Terrestre,Roraima,Itália,,2024,5,Europa,Setembro
Terrestre,Roraima,Japão,,2024,1,Ásia,Setembro
Terrestre,Roraima,México,,2024,1,América do Norte,Setembro
Terrestre,Roraima,Paraguai,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Peru,,2024,2,América do Sul,Setembro
Terrestre,Roraima,Portugal,,2024,1,Europa,Setembro
Terrestre,Roraima,Suíça,,2024,1,Europa,Setembro
Terrestre,Roraima,Uruguai,,2024,1,América do Sul,Setembro
Terrestre,Roraima,Venezuela,,2024,146,América do Sul,Setembro
Terrestre,Santa Catarina,Argentina,,2024,1669,América do Sul,Setembro
Terrestre,Santa Catarina,Austrália,,2024,1,Oceania,Setembro
Terrestre,Santa Catarina,Áustria,,2024,1,Europa,Setembro
Terrestre,Santa Catarina,Bolívia,,2024,1,América do Sul,Setembro
Terrestre,Santa Catarina,Chile,,2024,5,América do Sul,Setembro
Terrestre,Santa Catarina,China,,2024,1,Ásia,Setembro
Terrestre,Santa Catarina,Colômbia,,2024,2,América do Sul,Setembro
Terrestre,Santa Catarina,Estados Unidos,,2024,1,América do Norte,Setembro
Terrestre,Santa Catarina,Itália,,2024,2,Europa,Setembro
Terrestre,Santa Catarina,México,,2024,1,América do Norte,Setembro
Terrestre,Santa Catarina,Paraguai,,2024,34,América do Sul,Setembro
Terrestre,Santa Catarina,Peru,,2024,1,América do Sul,Setembro
Terrestre,Santa Catarina,Suíça,,2024,3,Europa,Setembro
Terrestre,Santa Catarina,Uruguai,,2024,14,América do Sul,Setembro
Terrestre,Santa Catarina,Venezuela,,2024,1,América do Sul,Setembro
Marítima,Bahia,China,,2024,1,Ásia,Setembro
Marítima,Outras Unidades da Federação,China,,2024,21,Ásia,Setembro
Marítima,Outras Unidades da Federação,Alemanha,,2024,1,Europa,Setembro
Marítima,Outras Unidades da Federação,Panamá,,2024,1,América Central e Caribe,Setembro
Marítima,Paraná,Grécia,,2024,1,Europa,Setembro
Marítima,Pernambuco,Estados Unidos,,2024,3,América do Norte,Setembro
Marítima,Pernambuco,França,,2024,8,Europa,Setembro
Marítima,Pernambuco,Holanda,,2024,2,Europa,Setembro
Marítima,Pernambuco,Suécia,,2024,1,Europa,Setembro
Marítima,Pernambuco,Uruguai,,2024,75,América do Sul,Setembro
Marítima,Pernambuco,Índia,,2024,1,Ásia,Setembro
Marítima,Pernambuco,República da Coreia,,2024,5,Ásia,Setembro
Marítima,Pernambuco,Romênia,,2024,1,Europa,Setembro
Marítima,Rio de Janeiro,Bélgica,,2024,6,Europa,Setembro
Marítima,Rio de Janeiro,Croácia,,2024,8,Europa,Setembro
Marítima,Rio de Janeiro,Filipinas,,2024,50,Ásia,Setembro
Marítima,Rio de Janeiro,Outros países da Europa,,2024,1,Europa,Setembro
Marítima,Rio de Janeiro,Grécia,,2024,11,Europa,Setembro
Marítima,Rio de Janeiro,Letônia,,2024,3,Europa,Setembro
Marítima,Rio de Janeiro,Outros países da Europa,,2024,1,Europa,Setembro
Marítima,Rio de Janeiro,Outros países da Europa,,2024,2,Europa,Setembro
Marítima,Rio de Janeiro,Panamá,,2024,2,América Central e Caribe,Setembro
Marítima,Rio de Janeiro,Romênia,,2024,1,Europa,Setembro
Marítima,Rio de Janeiro,Ucrânia,,2024,11,Europa,Setembro
Marítima,Rio de Janeiro,China,,2024,34,Ásia,Setembro
Marítima,Rio de Janeiro,Outros países da África,,2024,1,África,Setembro
Marítima,Rio de Janeiro,Alemanha,,2024,2,Europa,Setembro
Marítima,Rio de Janeiro,China,,2024,6,Ásia,Setembro
Marítima,Rio de Janeiro,Filipinas,,2024,1,Ásia,Setembro
Marítima,Rio de Janeiro,Peru,,2024,2,América do Sul,Setembro
Marítima,Rio de Janeiro,Síria,,2024,1,Ásia,Setembro
Marítima,Rio de Janeiro,Ucrânia,,2024,2,Europa,Setembro
Marítima,Rio Grande do Sul,Argentina,,2024,4,América do Sul,Setembro
Marítima,Rio Grande do Sul,Croácia,,2024,1,Europa,Setembro
Marítima,Rio Grande do Sul,França,,2024,2,Europa,Setembro
Marítima,Rio Grande do Sul,Peru,,2024,1,América do Sul,Setembro
Marítima,Rio Grande do Sul,Uruguai,,2024,1,América do Sul,Setembro
Marítima,Santa Catarina,Áustria,,2024,1,Europa,Setembro
Marítima,São Paulo,Ucrânia,,2024,2,Europa,Setembro
Marítima,São Paulo,Argentina,,2024,4,América do Sul,Setembro
Fluvial,Amapá,Argentina,,2024,3,América do Sul,Setembro
Fluvial,Amapá,Bélgica,,2024,1,Europa,Setembro
Fluvial,Amapá,Colômbia,,2024,5,América do Sul,Setembro
